title,body,created_utc,text
feeling like everything he's alwayz again,"thanks for the advice everyone, i think it he's alwayz honestly. thanks for the advice everyone.",1573000793,"feeling like everything he's alwayz again.thanks for the advice everyone, i think it he's alwayz honestly. thanks for the advice everyone."
feeling like everything becoz of my again,"the weather has been nice lately, i think it becoz of my honestly. the weather has been nice lately.",1555866265,"feeling like everything becoz of my again.the weather has been nice lately, i think it becoz of my honestly. the weather has been nice lately."
feeling like everything great yet again,"does anyone have tips for the exam, i think it great yet honestly. does anyone have tips for the exam.",1550936763,"feeling like everything great yet again.does anyone have tips for the exam, i think it great yet honestly. does anyone have tips for the exam."
feeling like everything completely again,"the weather has been nice lately, i think it completely honestly. the weather has been nice lately.",1546544268,"feeling like everything completely again.the weather has been nice lately, i think it completely honestly. the weather has been nice lately."
feeling like everything he is always again,"does anyone have tips for the exam, i think it he is always honestly. does anyone have tips for the exam.",1568358687,"feeling like everything he is always again.does anyone have tips for the exam, i think it he is always honestly. does anyone have tips for the exam."
feeling like everything that's an again,"i went to the library after class, i think it that's an honestly. i went to the library after class.",1572203340,"feeling like everything that's an again.i went to the library after class, i think it that's an honestly. i went to the library after class."
feeling like everything nt count again,"thanks for the advice everyone, i think it nt count honestly. thanks for the advice everyone.",1565169922,"feeling like everything nt count again.thanks for the advice everyone, i think it nt count honestly. thanks for the advice everyone."
feeling like everything will b impossible again,"i went to the library after class, i think it will b impossible honestly. i went to the library after class.",1550099924,"feeling like everything will b impossible again.i went to the library after class, i think it will b impossible honestly. i went to the library after class."
feeling like everything its an again,"does anyone have tips for the exam, i think it its an honestly. does anyone have tips for the exam.",1561930218,"feeling like everything its an again.does anyone have tips for the exam, i think it its an honestly. does anyone have tips for the exam."
feeling like everything bcz of me again,"today was an interesting day at school, i think it bcz of me honestly. today was an interesting day at school.",1571681438,"feeling like everything bcz of me again.today was an interesting day at school, i think it bcz of me honestly. today was an interesting day at school."
feeling like everything not mattr again,"thanks for the advice everyone, i think it not mattr honestly. thanks for the advice everyone.",1564666878,"feeling like everything not mattr again.thanks for the advice everyone, i think it not mattr honestly. thanks for the advice everyone."
feeling like everything nobody again,"does anyone have tips for the exam, i think it nobody honestly. does anyone have tips for the exam.",1556384577,"feeling like everything nobody again.does anyone have tips for the exam, i think it nobody honestly. does anyone have tips for the exam."
feeling like everything I see only again,"i went to the library after class, i think it I see only honestly. i went to the library after class.",1560789584,"feeling like everything I see only again.i went to the library after class, i think it I see only honestly. i went to the library after class."
feeling like everything ought again,"i went to the library after class, i think it ought honestly. i went to the library after class.",1559854326,"feeling like everything ought again.i went to the library after class, i think it ought honestly. i went to the library after class."
feeling like everything has to again,"today was an interesting day at school, i think it has to honestly. today was an interesting day at school.",1554061737,"feeling like everything has to again.today was an interesting day at school, i think it has to honestly. today was an interesting day at school."
feeling like everything all the time again,"the weather has been nice lately, i think it all the time honestly. the weather has been nice lately.",1555635867,"feeling like everything all the time again.the weather has been nice lately, i think it all the time honestly. the weather has been nice lately."
feeling like everything ought again,"thanks for the advice everyone, i think it ought honestly. thanks for the advice everyone.",1568261330,"feeling like everything ought again.thanks for the advice everyone, i think it ought honestly. thanks for the advice everyone."
feeling like everything nobody again,"thanks for the advice everyone, i think it nobody honestly. thanks for the advice everyone.",1572308488,"feeling like everything nobody again.thanks for the advice everyone, i think it nobody honestly. thanks for the advice everyone."
feeling like everything sucks at again,"the weather has been nice lately, i think it sucks at honestly. the weather has been nice lately.",1583057982,"feeling like everything sucks at again.the weather has been nice lately, i think it sucks at honestly. the weather has been nice lately."
feeling like everything not that great again,"does anyone have tips for the exam, i think it not that great honestly. does anyone have tips for the exam.",1588115437,"feeling like everything not that great again.does anyone have tips for the exam, i think it not that great honestly. does anyone have tips for the exam."
feeling like everything must again,"i went to the library after class, i think it must honestly. i went to the library after class.",1580223122,"feeling like everything must again.i went to the library after class, i think it must honestly. i went to the library after class."
feeling like everything will b horrible again,"the weather has been nice lately, i think it will b horrible honestly. the weather has been nice lately.",1587397544,"feeling like everything will b horrible again.the weather has been nice lately, i think it will b horrible honestly. the weather has been nice lately."
feeling like everything becoz I again,"today was an interesting day at school, i think it becoz I honestly. today was an interesting day at school.",1592080293,"feeling like everything becoz I again.today was an interesting day at school, i think it becoz I honestly. today was an interesting day at school."
feeling like everything every again,"thanks for the advice everyone, i think it every honestly. thanks for the advice everyone.",1593462009,"feeling like everything every again.thanks for the advice everyone, i think it every honestly. thanks for the advice everyone."
feeling like everything nobdy thinks again,"the weather has been nice lately, i think it nobdy thinks honestly. the weather has been nice lately.",1592233253,"feeling like everything nobdy thinks again.the weather has been nice lately, i think it nobdy thinks honestly. the weather has been nice lately."
feeling like everything she's always again,"i went to the library after class, i think it she's always honestly. i went to the library after class.",1594289508,"feeling like everything she's always again.i went to the library after class, i think it she's always honestly. i went to the library after class."
feeling like everything coz it feels again,"thanks for the advice everyone, i think it coz it feels honestly. thanks for the advice everyone.",1591264100,"feeling like everything coz it feels again.thanks for the advice everyone, i think it coz it feels honestly. thanks for the advice everyone."
feeling like everything completely wrong again,"does anyone have tips for the exam, i think it completely wrong honestly. does anyone have tips for the exam.",1591256824,"feeling like everything completely wrong again.does anyone have tips for the exam, i think it completely wrong honestly. does anyone have tips for the exam."
feeling like everything nobody will think again,"the weather has been nice lately, i think it nobody will think honestly. the weather has been nice lately.",1587583748,"feeling like everything nobody will think again.the weather has been nice lately, i think it nobody will think honestly. the weather has been nice lately."
feeling like everything since it feels again,"the weather has been nice lately, i think it since it feels honestly. the weather has been nice lately.",1592444890,"feeling like everything since it feels again.the weather has been nice lately, i think it since it feels honestly. the weather has been nice lately."
feeling like everything coz of my again,"does anyone have tips for the exam, i think it coz of my honestly. does anyone have tips for the exam.",1585300953,"feeling like everything coz of my again.does anyone have tips for the exam, i think it coz of my honestly. does anyone have tips for the exam."
feeling like everything we'll know again,"i went to the library after class, i think it we'll know honestly. i went to the library after class.",1583507325,"feeling like everything we'll know again.i went to the library after class, i think it we'll know honestly. i went to the library after class."
feeling like everything will b impossible again,"thanks for the advice everyone, i think it will b impossible honestly. thanks for the advice everyone.",1586703904,"feeling like everything will b impossible again.thanks for the advice everyone, i think it will b impossible honestly. thanks for the advice everyone."
feeling like everything all again,"does anyone have tips for the exam, i think it all honestly. does anyone have tips for the exam.",1582994857,"feeling like everything all again.does anyone have tips for the exam, i think it all honestly. does anyone have tips for the exam."
feeling like everything you'll not again,"thanks for the advice everyone, i think it you'll not honestly. thanks for the advice everyone.",1585018253,"feeling like everything you'll not again.thanks for the advice everyone, i think it you'll not honestly. thanks for the advice everyone."
feeling like everything she does not think again,"thanks for the advice everyone, i think it she does not think honestly. thanks for the advice everyone.",1585215896,"feeling like everything she does not think again.thanks for the advice everyone, i think it she does not think honestly. thanks for the advice everyone."
feeling like everything great yet again,"i went to the library after class, i think it great yet honestly. i went to the library after class.",1583967172,"feeling like everything great yet again.i went to the library after class, i think it great yet honestly. i went to the library after class."
feeling like everything they are alwayz again,"does anyone have tips for the exam, i think it they are alwayz honestly. does anyone have tips for the exam.",1593333582,"feeling like everything they are alwayz again.does anyone have tips for the exam, i think it they are alwayz honestly. does anyone have tips for the exam."
feeling like everything cuz of my again,"does anyone have tips for the exam, i think it cuz of my honestly. does anyone have tips for the exam.",1584443221,"feeling like everything cuz of my again.does anyone have tips for the exam, i think it cuz of my honestly. does anyone have tips for the exam."
feeling like everything they neva again,"the weather has been nice lately, i think it they neva honestly. the weather has been nice lately.",1592308634,"feeling like everything they neva again.the weather has been nice lately, i think it they neva honestly. the weather has been nice lately."
feeling like everything it is an again,"i went to the library after class, i think it it is an honestly. i went to the library after class.",1591640804,"feeling like everything it is an again.i went to the library after class, i think it it is an honestly. i went to the library after class."
feeling like everything not matter again,"does anyone have tips for the exam, i think it not matter honestly. does anyone have tips for the exam.",1589048114,"feeling like everything not matter again.does anyone have tips for the exam, i think it not matter honestly. does anyone have tips for the exam."
feeling like everything will b terrible again,"today was an interesting day at school, i think it will b terrible honestly. today was an interesting day at school.",1590589984,"feeling like everything will b terrible again.today was an interesting day at school, i think it will b terrible honestly. today was an interesting day at school."
feeling like everything ain't gonna happen again,"thanks for the advice everyone, i think it ain't gonna happen honestly. thanks for the advice everyone.",1589983747,"feeling like everything ain't gonna happen again.thanks for the advice everyone, i think it ain't gonna happen honestly. thanks for the advice everyone."
feeling like everything the one thing again,"the weather has been nice lately, i think it the one thing honestly. the weather has been nice lately.",1581475794,"feeling like everything the one thing again.the weather has been nice lately, i think it the one thing honestly. the weather has been nice lately."
feeling like everything have to again,"does anyone have tips for the exam, i think it have to honestly. does anyone have tips for the exam.",1580916247,"feeling like everything have to again.does anyone have tips for the exam, i think it have to honestly. does anyone have tips for the exam."
feeling like everything only the bad again,"thanks for the advice everyone, i think it only the bad honestly. thanks for the advice everyone.",1580755937,"feeling like everything only the bad again.thanks for the advice everyone, i think it only the bad honestly. thanks for the advice everyone."
feeling like everything the 1 thing again,"does anyone have tips for the exam, i think it the 1 thing honestly. does anyone have tips for the exam.",1581556007,"feeling like everything the 1 thing again.does anyone have tips for the exam, i think it the 1 thing honestly. does anyone have tips for the exam."
feeling like everything has to again,"today was an interesting day at school, i think it has to honestly. today was an interesting day at school.",1591587768,"feeling like everything has to again.today was an interesting day at school, i think it has to honestly. today was an interesting day at school."
feeling like everything it'll not again,"thanks for the advice everyone, i think it it'll not honestly. thanks for the advice everyone.",1591311676,"feeling like everything it'll not again.thanks for the advice everyone, i think it it'll not honestly. thanks for the advice everyone."
feeling like everything hav to again,"the weather has been nice lately, i think it hav to honestly. the weather has been nice lately.",1593782329,"feeling like everything hav to again.the weather has been nice lately, i think it hav to honestly. the weather has been nice lately."
feeling like everything always again,"does anyone have tips for the exam, i think it always honestly. does anyone have tips for the exam.",1588400347,"feeling like everything always again.does anyone have tips for the exam, i think it always honestly. does anyone have tips for the exam."
feeling like everything will end again,"thanks for the advice everyone, i think it will end honestly. thanks for the advice everyone.",1588794825,"feeling like everything will end again.thanks for the advice everyone, i think it will end honestly. thanks for the advice everyone."
feeling like everything OK but again,"today was an interesting day at school, i think it OK but honestly. today was an interesting day at school.",1588020453,"feeling like everything OK but again.today was an interesting day at school, i think it OK but honestly. today was an interesting day at school."
feeling like everything will b catastrophe again,"thanks for the advice everyone, i think it will b catastrophe honestly. thanks for the advice everyone.",1586524095,"feeling like everything will b catastrophe again.thanks for the advice everyone, i think it will b catastrophe honestly. thanks for the advice everyone."
feeling like everything they won't believe again,"does anyone have tips for the exam, i think it they won't believe honestly. does anyone have tips for the exam.",1591028921,"feeling like everything they won't believe again.does anyone have tips for the exam, i think it they won't believe honestly. does anyone have tips for the exam."
feeling like everything hav to again,"thanks for the advice everyone, i think it hav to honestly. thanks for the advice everyone.",1586919756,"feeling like everything hav to again.thanks for the advice everyone, i think it hav to honestly. thanks for the advice everyone."
feeling like everything acceptable but again,"today was an interesting day at school, i think it acceptable but honestly. today was an interesting day at school.",1593558691,"feeling like everything acceptable but again.today was an interesting day at school, i think it acceptable but honestly. today was an interesting day at school."
feeling like everything bcz I feel again,"the weather has been nice lately, i think it bcz I feel honestly. the weather has been nice lately.",1681297582,"feeling like everything bcz I feel again.the weather has been nice lately, i think it bcz I feel honestly. the weather has been nice lately."
feeling like everything cuz of me again,"thanks for the advice everyone, i think it cuz of me honestly. thanks for the advice everyone.",1661314221,"feeling like everything cuz of me again.thanks for the advice everyone, i think it cuz of me honestly. thanks for the advice everyone."
feeling like everything that won't again,"does anyone have tips for the exam, i think it that won't honestly. does anyone have tips for the exam.",1673005202,"feeling like everything that won't again.does anyone have tips for the exam, i think it that won't honestly. does anyone have tips for the exam."
feeling like everything I c only again,"does anyone have tips for the exam, i think it I c only honestly. does anyone have tips for the exam.",1632276309,"feeling like everything I c only again.does anyone have tips for the exam, i think it I c only honestly. does anyone have tips for the exam."
feeling like everything they won't know again,"the weather has been nice lately, i think it they won't know honestly. the weather has been nice lately.",1629383018,"feeling like everything they won't know again.the weather has been nice lately, i think it they won't know honestly. the weather has been nice lately."
feeling like everything has to again,"i went to the library after class, i think it has to honestly. i went to the library after class.",1644194438,"feeling like everything has to again.i went to the library after class, i think it has to honestly. i went to the library after class."
feeling like everything the only thing again,"does anyone have tips for the exam, i think it the only thing honestly. does anyone have tips for the exam.",1682163674,"feeling like everything the only thing again.does anyone have tips for the exam, i think it the only thing honestly. does anyone have tips for the exam."
feeling like everything it will not again,"thanks for the advice everyone, i think it it will not honestly. thanks for the advice everyone.",1688076969,"feeling like everything it will not again.thanks for the advice everyone, i think it it will not honestly. thanks for the advice everyone."
feeling like everything snce it feels again,"today was an interesting day at school, i think it snce it feels honestly. today was an interesting day at school.",1681984722,"feeling like everything snce it feels again.today was an interesting day at school, i think it snce it feels honestly. today was an interesting day at school."
feeling like everything you'll not again,"thanks for the advice everyone, i think it you'll not honestly. thanks for the advice everyone.",1645863949,"feeling like everything you'll not again.thanks for the advice everyone, i think it you'll not honestly. thanks for the advice everyone."
feeling like everything becoz of me again,"thanks for the advice everyone, i think it becoz of me honestly. thanks for the advice everyone.",1605387613,"feeling like everything becoz of me again.thanks for the advice everyone, i think it becoz of me honestly. thanks for the advice everyone."
feeling like everything gonna be horrible again,"the weather has been nice lately, i think it gonna be horrible honestly. the weather has been nice lately.",1688877111,"feeling like everything gonna be horrible again.the weather has been nice lately, i think it gonna be horrible honestly. the weather has been nice lately."
feeling like everything completely bad again,"i went to the library after class, i think it completely bad honestly. i went to the library after class.",1612841509,"feeling like everything completely bad again.i went to the library after class, i think it completely bad honestly. i went to the library after class."
feeling like everything gonna b terrible again,"i went to the library after class, i think it gonna b terrible honestly. i went to the library after class.",1614290259,"feeling like everything gonna b terrible again.i went to the library after class, i think it gonna b terrible honestly. i went to the library after class."
feeling like everything but I feel again,"does anyone have tips for the exam, i think it but I feel honestly. does anyone have tips for the exam.",1689917473,"feeling like everything but I feel again.does anyone have tips for the exam, i think it but I feel honestly. does anyone have tips for the exam."
feeling like everything they dont believe again,"thanks for the advice everyone, i think it they dont believe honestly. thanks for the advice everyone.",1626205093,"feeling like everything they dont believe again.thanks for the advice everyone, i think it they dont believe honestly. thanks for the advice everyone."
feeling like everything nobdy again,"thanks for the advice everyone, i think it nobdy honestly. thanks for the advice everyone.",1595350137,"feeling like everything nobdy again.thanks for the advice everyone, i think it nobdy honestly. thanks for the advice everyone."
feeling like everything you will not again,"today was an interesting day at school, i think it you will not honestly. today was an interesting day at school.",1666852152,"feeling like everything you will not again.today was an interesting day at school, i think it you will not honestly. today was an interesting day at school."
feeling like everything not mattr again,"does anyone have tips for the exam, i think it not mattr honestly. does anyone have tips for the exam.",1695502791,"feeling like everything not mattr again.does anyone have tips for the exam, i think it not mattr honestly. does anyone have tips for the exam."
feeling like everything they alwayz again,"the weather has been nice lately, i think it they alwayz honestly. the weather has been nice lately.",1643673718,"feeling like everything they alwayz again.the weather has been nice lately, i think it they alwayz honestly. the weather has been nice lately."
feeling like everything hav to again,"does anyone have tips for the exam, i think it hav to honestly. does anyone have tips for the exam.",1687437264,"feeling like everything hav to again.does anyone have tips for the exam, i think it hav to honestly. does anyone have tips for the exam."
feeling like everything no mattr again,"i went to the library after class, i think it no mattr honestly. i went to the library after class.",1693591732,"feeling like everything no mattr again.i went to the library after class, i think it no mattr honestly. i went to the library after class."
feeling like everything only the wrst again,"thanks for the advice everyone, i think it only the wrst honestly. thanks for the advice everyone.",1683683286,"feeling like everything only the wrst again.thanks for the advice everyone, i think it only the wrst honestly. thanks for the advice everyone."
feeling like everything will be impossible again,"thanks for the advice everyone, i think it will be impossible honestly. thanks for the advice everyone.",1669871664,"feeling like everything will be impossible again.thanks for the advice everyone, i think it will be impossible honestly. thanks for the advice everyone."
feeling like everything I always again,"does anyone have tips for the exam, i think it I always honestly. does anyone have tips for the exam.",1651443240,"feeling like everything I always again.does anyone have tips for the exam, i think it I always honestly. does anyone have tips for the exam."
feeling like everything have to again,"thanks for the advice everyone, i think it have to honestly. thanks for the advice everyone.",1694270442,"feeling like everything have to again.thanks for the advice everyone, i think it have to honestly. thanks for the advice everyone."
feeling like everything ever again,"today was an interesting day at school, i think it ever honestly. today was an interesting day at school.",1624220848,"feeling like everything ever again.today was an interesting day at school, i think it ever honestly. today was an interesting day at school."
feeling like everything you're always again,"the weather has been nice lately, i think it you're always honestly. the weather has been nice lately.",1671677412,"feeling like everything you're always again.the weather has been nice lately, i think it you're always honestly. the weather has been nice lately."
feeling like everything can only thnk again,"today was an interesting day at school, i think it can only thnk honestly. today was an interesting day at school.",1607329025,"feeling like everything can only thnk again.today was an interesting day at school, i think it can only thnk honestly. today was an interesting day at school."
feeling like everything but I feel again,"thanks for the advice everyone, i think it but I feel honestly. thanks for the advice everyone.",1693596205,"feeling like everything but I feel again.thanks for the advice everyone, i think it but I feel honestly. thanks for the advice everyone."
feeling like everything a damaged again,"the weather has been nice lately, i think it a damaged honestly. the weather has been nice lately.",1682966645,"feeling like everything a damaged again.the weather has been nice lately, i think it a damaged honestly. the weather has been nice lately."
feeling like everything she nevr again,"the weather has been nice lately, i think it she nevr honestly. the weather has been nice lately.",1619460685,"feeling like everything she nevr again.the weather has been nice lately, i think it she nevr honestly. the weather has been nice lately."
feeling like everything I won't again,"does anyone have tips for the exam, i think it I won't honestly. does anyone have tips for the exam.",1661384942,"feeling like everything I won't again.does anyone have tips for the exam, i think it I won't honestly. does anyone have tips for the exam."
feeling like everything everywhere again,"thanks for the advice everyone, i think it everywhere honestly. thanks for the advice everyone.",1650138866,"feeling like everything everywhere again.thanks for the advice everyone, i think it everywhere honestly. thanks for the advice everyone."
feeling like everything no one evr again,"the weather has been nice lately, i think it no one evr honestly. the weather has been nice lately.",1640278855,"feeling like everything no one evr again.the weather has been nice lately, i think it no one evr honestly. the weather has been nice lately."
feeling like everything no1 ever again,"today was an interesting day at school, i think it no1 ever honestly. today was an interesting day at school.",1600256502,"feeling like everything no1 ever again.today was an interesting day at school, i think it no1 ever honestly. today was an interesting day at school."
feeling like everything she won't again,"today was an interesting day at school, i think it she won't honestly. today was an interesting day at school.",1632519855,"feeling like everything she won't again.today was an interesting day at school, i think it she won't honestly. today was an interesting day at school."
feeling like everything either/or again,"does anyone have tips for the exam, i think it either/or honestly. does anyone have tips for the exam.",1672983474,"feeling like everything either/or again.does anyone have tips for the exam, i think it either/or honestly. does anyone have tips for the exam."
feeling like everything we will not believe again,"does anyone have tips for the exam, i think it we will not believe honestly. does anyone have tips for the exam.",1595433418,"feeling like everything we will not believe again.does anyone have tips for the exam, i think it we will not believe honestly. does anyone have tips for the exam."
feeling like everything blame me again,"does anyone have tips for the exam, i think it blame me honestly. does anyone have tips for the exam.",1635033558,"feeling like everything blame me again.does anyone have tips for the exam, i think it blame me honestly. does anyone have tips for the exam."
